,Unnamed: 0,shoptitle,prices,areaa,links,front,street_width,age
157,157,محل للإيجار في شارع ابن عامر ، حي الاسكان ، الرياض ، الرياض,"70,000 ريال",6 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الاسكان/شارع-ابن-عامر-حي-الاسكان-الرياض-الرياض-3535242,جنوب,,
158,158,محل للإيجار في طريق الامام مالك ، حي بدر ، الرياض ، الرياض,"14,000 ريال",28 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/طريق-الامام-مالك-حي-بدر-الرياض-الرياض-2322605,غرب,30 م, 16 سنة
159,159,محل للإيجار في شارع محمد بن حمد ابو شيبة ، حي الشفا ، الرياض ، الرياض,"100,000 ريال",80 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الشفا/شارع-محمد-بن-حمد-ابو-شيبة-حي-الشفا-الرياض-الرياض-2807357,شمال,30 م, 16 سنة
160,160,محل للإيجار في شارع السمح بن مالك ، حي الاسكان ، الرياض ، الرياض,"15,000 ريال",35 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الاسكان/شارع-السمح-بن-مالك-حي-الاسكان-الرياض-الرياض-3418856,شمال,40 م, 8 سنة
161,161,محل للإيجار في حي المشاعل ، الرياض ، الرياض,"15,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المشاعل/حي-المشاعل-الرياض-الرياض-3449645,شمال,30 م, 10 سنة
162,162,محل للإيجار في شارع الاستقامة ، حي بدر ، الرياض ، الرياض,"20,000 ريال",110 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-الاستقامة-حي-بدر-الرياض-الرياض-3477699,شمال غربي,,
163,163,محل للإيجار في شارع الخليل بن أحمد ، حي بدر ، الرياض ، الرياض,"10,400 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-الخليل-بن-أحمد-حي-بدر-الرياض-الرياض-2104197,شمال,40 م, 15 سنة
164,164,محل للإيجار في شارع الاستقامة ، حي بدر ، الرياض ، الرياض,"7,000 ريال",28 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-الاستقامة-حي-بدر-الرياض-الرياض-1920107,شمال,30 م, 15 سنة
165,165,محل للإيجار في طريق العزيزية ، حي العزيزية ، الرياض ، الرياض,"40,000 ريال",75 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/طريق-العزيزية-حي-العزيزية-الرياض-الرياض-3710789,غرب,60 م, 14 سنة
166,166,محل للإيجار في شارع الخليفة المأمون ، حي بدر ، الرياض ، الرياض,"14,500 ريال",30 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-الخليفة-المأمون-حي-بدر-الرياض-الرياض-2293786,شمال شرقي,30 م, 14 سنة
167,167,محل للإيجار في شارع الترمذي ، حي الشفا ، الرياض ، الرياض,"90,000 ريال",88 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الشفا/شارع-الترمذي-حي-الشفا-الرياض-الرياض-3739672,شرق,50 م,جديد
168,168,محل للإيجار في طريق العزيزية ، حي العزيزية ، الرياض ، الرياض,"50,000 ريال",1250 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/طريق-العزيزية-حي-العزيزية-الرياض-الرياض-3651273,شرق,60 م,جديد
169,169,محل للإيجار في طريق ديراب الفرعي ، حي الشفا ، الرياض ، الرياض,"210,000 ريال",300 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الشفا/طريق-ديراب-الفرعي-حي-الشفا-الرياض-الرياض-2536509,غرب,75 م,جديد
170,170,محل للإيجار في شارع معاذ بن جبل ، حي العزيزية ، الرياض ، الرياض,"12,000 ريال",36 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/شارع-معاذ-بن-جبل-حي-العزيزية-الرياض-الرياض-2623021,شمال غربي,20 م, 7 سنة
171,171,محل للإيجار في شارع الخليل بن أحمد ، حي المروة ، الرياض ، الرياض,"500,000 ريال",1200 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المروة/شارع-الخليل-بن-أحمد-حي-المروة-الرياض-الرياض-3462650,شرق,40 م, 20 سنة
172,172,محل للإيجار في شارع ابن تيمية ، حي بدر ، الرياض,"42,000 ريال",121 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-ابن-تيمية-حي-بدر-الرياض-1288629,شمال,60 م,جديد
173,173,"محل للإيجار في شارع ابن حجر, الدار البيضاء, الرياض","12,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-ابن-حجر-الدار-البيضاء-الرياض-1032135,جنوب,30 م, 3 سنة
174,174,محل للإيجار في حي ، طريق العزيزية ، حي الدار البيضاء ، الرياض ، الرياض,"22,000 ريال",50 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/حي-طريق-العزيزية-حي-الدار-البيضاء-الرياض-الرياض-3459900,غرب,60 م, 5 سنة
175,175,محل للإيجار في طريق ابن تيمية ، حي بدر ، الرياض ، الرياض,"65,000 ريال",100 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/طريق-ابن-تيمية-حي-بدر-الرياض-الرياض-2779243,شمال,60 م, 14 سنة
176,176,محل للإيجار في شارع ابن حجر القسقلاني ، حي العزيزية ، الرياض ، الرياض,"15,000 ريال",75 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/شارع-ابن-حجر-القسقلاني-حي-العزيزية-الرياض-الرياض-2841553,شمال شرقي,30 م, 15 سنة
177,177,محل للإيجار في حي ، شارع سبت العلايا ، حي الدار البيضاء ، الرياض ، الرياض,"9,000 ريال",24 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/حي-شارع-سبت-العلايا-حي-الدار-البيضاء-الرياض-الرياض-3393606,غرب,30 م, 32 سنة
178,178,محل للإيجار في حي بدر ، الرياض ، الرياض,"20,000 ريال",100 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/حي-بدر-الرياض-الرياض-3557127,جنوب شرقي,,
179,179,محل للإيجار في شارع جبل القمر ، حي بدر ، الرياض ، الرياض,"20,000 ريال",12 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-جبل-القمر-حي-بدر-الرياض-الرياض-3599056,جنوب,5 م, 15 سنة
