,Unnamed: 0,shoptitle,prices,areaa,links,front,street_width,age
113,113,محل للإيجار في شارع خديجة بنت خويلد ، حي طويق ، الرياض ، الرياض,"20,000 ريال",170 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-خديجة-بنت-خويلد-حي-طويق-الرياض-الرياض-3444106,شرق,,
114,114,محل للإيجار في حي ، شارع ابن الحطاب ، حي ظهرة نمار ، الرياض ، الرياض,"1,350,000 ريال",240 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-نمار/حي-شارع-ابن-الحطاب-حي-ظهرة-نمار-الرياض-الرياض-3764059,شمال,20 م,جديد
115,115,محل للإيجار في شارع النبراس ، حي ظهرة لبن ، الرياض,"12,000 ريال",48 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-النبراس-حي-ظهرة-لبن-الرياض-1307032,شمال,30 م, 4 سنة
116,116,محل للإيجار في حي ظهرة البديعة ، الرياض ، الرياض,"125,000 ريال",108 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-البديعة/حي-ظهرة-البديعة-الرياض-الرياض-3561164,شرق,40 م, 10 سنة
117,117,محل للإيجار في شارع الشفا ، حي ظهرة لبن ، الرياض ، الرياض,"50,000 ريال",180 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-الشفا-حي-ظهرة-لبن-الرياض-الرياض-3724571,غرب,60 م,جديد
118,118,محل للإيجار في شارع الاخلاص ، حي طويق ، الرياض ، الرياض,"1,000 ريال",23 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-الاخلاص-حي-طويق-الرياض-الرياض-3354600,جنوب,60 م, 11 سنة
119,119,محل للإيجار في طريق ديراب الفرعي ، حي نمار ، الرياض,"100,000 ريال",300 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-نمار/طريق-ديراب-الفرعي-حي-نمار-الرياض-1241206,جنوب,100 م, 3 سنة
120,120,محل للإيجار في شارع ابن الجارود ، حي ظهرة البديعة ، الرياض ، الرياض,"17,000 ريال",55 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-البديعة/شارع-ابن-الجارود-حي-ظهرة-البديعة-الرياض-الرياض-2364341,غرب,34 م, 6 سنة
121,121,محل للإيجار في شارع نجران ، حي ظهرة لبن ، الرياض ، الرياض,"14,000 ريال",40 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-نجران-حي-ظهرة-لبن-الرياض-الرياض-2490436,غرب,35 م, 2 سنة
122,122,محل للإيجار في حي ، شارع حمزة بن عبد المطلب ، حي العريجاء الغربية ، الرياض ، الرياض,"20,000 ريال",80 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الوسطى/حي-شارع-حمزة-بن-عبد-المطلب-حي-العريجاء-الغربية-الرياض-الرياض-3761882,شرق,30 م, 26 سنة
123,123,محل للإيجار في حي الحزم ، الرياض,"8,500 ريال",32 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الحزم/حي-الحزم-الرياض-1722589,شرق,35 م, 2 سنة
124,124,محل للإيجار في شارع الرسان ، حي طويق ، الرياض ، الرياض,"10,000 ريال",44 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-الرسان-حي-طويق-الرياض-الرياض-3719664,شمال شرقي,32 م,جديد
125,125,محل للإيجار في المملكة العربية السعودية,"20,000 ريال",45 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-السويدي-الغربي/المملكة-العربية-السعودية-871250,شمال,35 م,جديد
126,126,محل للإيجار في حي ، شارع مارية القبطية ، حي العريجاء الغربية ، الرياض ، الرياض,"17,000 ريال",48 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الغربية/حي-شارع-مارية-القبطية-حي-العريجاء-الغربية-الرياض-الرياض-3676682,شرق,,
127,127,محل للإيجار في حي ، شارع ابن الحطاب ، حي ظهرة نمار ، الرياض ، الرياض,"1,350,000 ريال",240 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-نمار/حي-شارع-ابن-الحطاب-حي-ظهرة-نمار-الرياض-الرياض-3764059,شمال,20 م,جديد
128,128,محل للإيجار في شارع نجران ، حي ظهرة لبن ، الرياض ، الرياض,"16,000 ريال",60 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-نجران-حي-ظهرة-لبن-الرياض-الرياض-3465008,شمال,40 م, 5 سنة
129,129,محل للإيجار في شارع سلطانه ، حي سلطانة ، الرياض ، الرياض,"7,000 ريال",40 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-سلطانة/شارع-سلطانه-حي-سلطانة-الرياض-الرياض-2809026,شمال,10 م, 18 سنة
130,130,محل للإيجار في حي ، شارع المدينة المنورة ، حي ظهرة نمار ، الرياض ، الرياض,"30,000 ريال",75 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/حي-شارع-المدينة-المنورة-حي-ظهرة-نمار-الرياض-الرياض-3423304,شمال,,
131,131,محل للإيجار في الرياض ، حي الزهرة ، الرياض,"11,500 ريال",24 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الزهرة/الرياض-حي-الزهرة-الرياض-3254427,شمال,30 م, 33 سنة
132,132,محل للإيجار في شارع نجران ، حي ظهرة لبن ، الرياض ، الرياض,"13,000 ريال",36 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-نجران-حي-ظهرة-لبن-الرياض-الرياض-3541615,شرق,,
133,133,محل للإيجار في حي ، شارع عوف بن عفراء ، حي ظهرة نمار ، الرياض ، الرياض,"21,000 ريال",40 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-نمار/حي-شارع-عوف-بن-عفراء-حي-ظهرة-نمار-الرياض-الرياض-3533682,جنوب,40 م,جديد
134,134,محل للإيجار في شارع الطائف ، حي ظهرة لبن ، الرياض ، الرياض,"90,000 ريال",210 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-الطائف-حي-ظهرة-لبن-الرياض-الرياض-3161185,شمال,60 م,جديد
135,135,محل للإيجار في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,"27,000 ريال",56 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-المهدية/حي-طريق-السيل-الكبير-حي-المهدية-الرياض-الرياض-3612725,شمال,60 م, 2 سنة
136,136,محل للإيجار في شارع معاوية بن ابي سفيان ، حي ظهرة البديعة ، الرياض ، الرياض,"45,000 ريال",80 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-البديعة/شارع-معاوية-بن-ابي-سفيان-حي-ظهرة-البديعة-الرياض-الرياض-3257224,جنوب,40 م, 15 سنة
137,137,محل للإيجار في شارع السويدي العام ، حي السويدي ، الرياض ، الرياض,"15,000 ريال",36 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-السويدي/شارع-السويدي-العام-حي-السويدي-الرياض-الرياض-2585718,جنوب,5 م, 15 سنة
138,138,محل للإيجار في حي ، الطريق الدائري الغربي ، حي السويدي الغربي ، الرياض ، الرياض,"40,000 ريال",33 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-السويدي-الغربي/حي-الطريق-الدائري-الغربي-حي-السويدي-الغربي-الرياض-الرياض-3694701,غرب,,
139,139,محل للإيجار في شارع نجران ، حي ظهرة لبن ، الرياض ، الرياض,"50,000 ريال",80 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-نجران-حي-ظهرة-لبن-الرياض-الرياض-3640492,غرب,40 م,جديد
140,140,محل للإيجار في شارع الشيخ محمد بن مهيزع ، حي الزهرة ، الرياض ، الرياض,"24,000 ريال",100 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الزهرة/شارع-الشيخ-محمد-بن-مهيزع-حي-الزهرة-الرياض-الرياض-3326030,شمال,30 م, 20 سنة
141,141,محل للإيجار في شارع ينبع ، حي ظهرة لبن ، الرياض ، الرياض,"15,000 ريال",24 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-ينبع-حي-ظهرة-لبن-الرياض-الرياض-3770535,جنوب,40 م,جديد
142,142,محل للإيجار في شارع الشيخ عبدالعزيز بن محمد بن علي ، حي ظهرة البديعة ، الرياض ، الرياض,"55,000 ريال",96 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-البديعة/شارع-الشيخ-عبدالعزيز-بن-محمد-بن-علي-حي-ظهرة-البديعة-الرياض-الرياض-3411844,شمال,30 م, 10 سنة
143,143,محل للإيجار في شارع الوليد بن عبدالملك ، حي طويق ، الرياض ، الرياض,"8,500 ريال",30 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-الوليد-بن-عبدالملك-حي-طويق-الرياض-الرياض-2874900,شمال,60 م, 5 سنة
144,144,محل للإيجار في حي الزهرة ، الرياض ، الرياض,"14,000 ريال",35 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الزهرة/حي-الزهرة-الرياض-الرياض-3591147,شمال,30 م, 23 سنة
145,145,محل للإيجار في شارع القليب ، حي الحزم ، الرياض ، الرياض,"60,000 ريال",180 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الحزم/شارع-القليب-حي-الحزم-الرياض-الرياض-3512000,شرق,,
146,146,محل للإيجار في شارع بلال بن رباح ، حي طويق ، الرياض ، الرياض,"100,000 ريال",224 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-بلال-بن-رباح-حي-طويق-الرياض-الرياض-3519239,جنوب شرقي,,
147,147,محل للإيجار في حي ، شارع الصدق ، حي ظهرة نمار ، الرياض ، الرياض,"12,500 ريال",900 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-نمار/حي-شارع-الصدق-حي-ظهرة-نمار-الرياض-الرياض-3482894,جنوب,30 م,جديد
148,148,محل للإيجار في شارع الشيخ عبد العزيز بن محمد بن علي ، حي الزهرة ، الرياض ، الرياض,"40,000 ريال",120 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الزهرة/شارع-الشيخ-عبد-العزيز-بن-محمد-بن-علي-حي-الزهرة-الرياض-الرياض-3641936,شمال,30 م, 12 سنة
149,149,محل للإيجار في شارع حنين ، حي سلطانة ، الرياض ، الرياض,"10,000 ريال",40 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-سلطانة/شارع-حنين-حي-سلطانة-الرياض-الرياض-2369288,غرب,20 م,جديد
150,150,محل للإيجار في حي ، طريق الامير مساعد بن عبدالرحمن بن فيصل ، حي العريجاء الوسطى ، الرياض ، الرياض,"6,000 ريال",23 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الوسطى/حي-طريق-الامير-مساعد-بن-عبدالرحمن-بن-فيصل-حي-العريجاء-الوسطى-الرياض-الرياض-3662289,شمال,40 م, 10 سنة
151,151,محل للإيجار في شارع عبدالملك بن هشام ، حي السويدي ، الرياض ، الرياض,"8,500 ريال",35 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-السويدي/شارع-عبدالملك-بن-هشام-حي-السويدي-الرياض-الرياض-3406700,شرق,,
152,152,محل للإيجار في شارع عسير ، حي ظهرة لبن ، الرياض ، الرياض,"35,000 ريال",112 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-عسير-حي-ظهرة-لبن-الرياض-الرياض-3536795,شرق,40 م, 5 سنة
153,153,محل للإيجار في شارع الذهبي ، حي طويق ، الرياض ، الرياض,"10,000 ريال",40 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-الذهبي-حي-طويق-الرياض-الرياض-2590155,جنوب,40 م,جديد
154,154,محل للإيجار في شارع احمد بن منيع ، حي الحزم ، الرياض ، الرياض,"9,000 ريال",30 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الحزم/شارع-احمد-بن-منيع-حي-الحزم-الرياض-الرياض-3650031,جنوب,,
155,155,محل للإيجار في حي ، شارع حمزة بن عبد المطلب ، حي السويدي الغربي ، الرياض ، الرياض,"25,000 ريال",65 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الزهرة/حي-شارع-حمزة-بن-عبد-المطلب-حي-السويدي-الغربي-الرياض-الرياض-3577376,شرق,,
156,156,محل للإيجار في الرياض ، حي ظهرة نمار ، الرياض,"85,000 ريال",300 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-نمار/الرياض-حي-ظهرة-نمار-الرياض-3531678,شرق,20 م, 19 سنة
157,157,محل للإيجار في شارع الجوهرة بنت ابن معمر ، حي الشرفية ، الرياض,"10,000 ريال",6 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الشرفية/شارع-الجوهرة-بنت-ابن-معمر-حي-الشرفية-الرياض-1423336,شمال,30 م, 30 سنة
158,158,محل للإيجار في حي ، شارع الامام ابي حنيفة ، حي العريجاء الوسطى ، الرياض ، الرياض,"10,000 ريال",64 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الوسطى/حي-شارع-الامام-ابي-حنيفة-حي-العريجاء-الوسطى-الرياض-الرياض-3246605,شمال,30 م, 35 سنة
159,159,محل للإيجار في شارع نجم الدين الأيوبي ، حي طويق ، الرياض ، الرياض,"30,000 ريال",124 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-نجم-الدين-الأيوبي-حي-طويق-الرياض-الرياض-3655514,شمال,60 م,جديد
160,160,محل للإيجار في شارع السويدي العام ، حي سلطانة ، الرياض ، الرياض,"80,000 ريال",160 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-سلطانة/شارع-السويدي-العام-حي-سلطانة-الرياض-الرياض-3430450,جنوب,30 م, 25 سنة
161,161,محل للإيجار في طريق ديراب الفرعي ، حي الحزم ، الرياض ، الرياض,"80,000 ريال",260 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-نمار/طريق-ديراب-الفرعي-حي-الحزم-الرياض-الرياض-2394510,جنوب,100 م,جديد
162,162,محل للإيجار في حي السويدي الغربي ، الرياض ، الرياض,"90,000 ريال",40 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-السويدي-الغربي/حي-السويدي-الغربي-الرياض-الرياض-3645806,جنوب,,
163,163,محل للإيجار في شارع الوليد بن عبدالملك ، حي طويق ، الرياض ، الرياض,"9,000 ريال",64 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-الوليد-بن-عبدالملك-حي-طويق-الرياض-الرياض-3595704,شمال,40 م, 18 سنة
164,164,محل للإيجار في حي ، طريق جبل أجياد ، ضاحية نمار ، الرياض ، الرياض,"30,000 ريال",58 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ضاحية-نمار/حي-طريق-جبل-أجياد-ضاحية-نمار-الرياض-الرياض-3309679,شرق,100 م,جديد
165,165,محل للإيجار في شارع عسير ، حي ظهرة لبن ، الرياض ، الرياض,"35,000 ريال",112 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-عسير-حي-ظهرة-لبن-الرياض-الرياض-3668624,جنوب,,
166,166,محل للإيجار في حي ، شارع سفيان بن الحكم ، حي ظهرة نمار ، الرياض ، الرياض,"14,500 ريال",44 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-نمار/حي-شارع-سفيان-بن-الحكم-حي-ظهرة-نمار-الرياض-الرياض-3539062,شمال غربي,25 م, 9 سنة
167,167,محل للإيجار في شارع عسير ، حي ظهرة لبن ، الرياض ، الرياض,"35,000 ريال",48 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-عسير-حي-ظهرة-لبن-الرياض-الرياض-3609451,شرق,40 م, 11 سنة
168,168,محل للإيجار في حي ظهرة لبن ، الرياض ، الرياض,"9,000 ريال",30 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/حي-ظهرة-لبن-الرياض-الرياض-2554254,شمال,30 م,جديد
169,169,محل للإيجار في حي ظهرة البديعة ، الرياض ، الرياض,"125,000 ريال",108 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-البديعة/حي-ظهرة-البديعة-الرياض-الرياض-3561164,شرق,40 م, 10 سنة
170,170,محل للإيجار في شارع السويدي العام ، حي السويدي ، الرياض ، الرياض,"30,000 ريال",60 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-السويدي/شارع-السويدي-العام-حي-السويدي-الرياض-الرياض-2669493,جنوب,40 م, 5 سنة
171,171,محل للإيجار في حي ظهرة لبن ، الرياض ، الرياض,"15,000 ريال",60 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/حي-ظهرة-لبن-الرياض-الرياض-3731676,شمال شرقي,60 م, 2 سنة
172,172,محل للإيجار في شارع تبوك ، حي ظهرة لبن ، الرياض ، الرياض,"35,000 ريال",900 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-تبوك-حي-ظهرة-لبن-الرياض-الرياض-3157118,شرق,40 م,جديد
173,173,محل للإيجار في شارع خديجة بنت خويلد ، حي طويق ، الرياض ، الرياض,"60,000 ريال",189 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-خديجة-بنت-خويلد-حي-طويق-الرياض-الرياض-3655666,شمال,40 م, 5 سنة
174,174,محل للإيجار في شارع حلب ، حي ظهرة لبن ، الرياض ، الرياض,"80,000 ريال",132 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-حلب-حي-ظهرة-لبن-الرياض-الرياض-3566194,شرق,30 م,جديد
175,175,محل للإيجار في شارع حمزة بن عبدالمطلب ، حي الحزم ، الرياض ، الرياض,"45,000 ريال",120 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الحزم/شارع-حمزة-بن-عبدالمطلب-حي-الحزم-الرياض-الرياض-3000742,شرق,,
176,176,محل للإيجار في طريق الامير مساعد بن عبدالرحمن بن فيصل ، حي العريجاء الوسطى ، الرياض ، الرياض,"16,000 ريال",51 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الوسطى/طريق-الامير-مساعد-بن-عبدالرحمن-بن-فيصل-حي-العريجاء-الوسطى-الرياض-الرياض-2612424,جنوب,,
177,177,محل للإيجار في شارع الشيخ محمد بن مهيزع ، حي الزهرة ، الرياض ، الرياض,"5,500 ريال",30 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الزهرة/شارع-الشيخ-محمد-بن-مهيزع-حي-الزهرة-الرياض-الرياض-3649873,شمال,30 م,جديد
178,178,محل للإيجار في حي طويق ، الرياض ، الرياض,"5,000 ريال",300 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/حي-طويق-الرياض-الرياض-2830567,جنوب,20 م, 15 سنة
179,179,محل للإيجار في حي ظهرة لبن ، الرياض ، الرياض,"75,000 ريال",120 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/حي-ظهرة-لبن-الرياض-الرياض-3508984,جنوب,60 م, 4 سنة
180,180,محل للإيجار في شارع الشيخ محمد بن عبداللطيف بن عبدالرحمن ، حي السويدي الغربي ، الرياض ، الرياض,"120,000 ريال",380 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-السويدي-الغربي/شارع-الشيخ-محمد-بن-عبداللطيف-بن-عبدالرحمن-حي-السويدي-الغربي-الرياض-الرياض-2361021,شمال,30 م, 8 سنة
181,181,محل للإيجار في شارع المطري ، حي الحزم ، الرياض,"35,000 ريال",175 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الحزم/شارع-المطري-حي-الحزم-الرياض-1667402,شرق,30 م, 2 سنة
182,182,محل للإيجار في حي ، الطريق الدائري الغربي ، حي السويدي الغربي ، الرياض ، الرياض,"40,000 ريال",33 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-السويدي-الغربي/حي-الطريق-الدائري-الغربي-حي-السويدي-الغربي-الرياض-الرياض-3694701,غرب,,
183,183,محل للإيجار في شارع عبدالواحد السلمي ، حي طويق ، الرياض ، الرياض,"50,000 ريال",636 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-عبدالواحد-السلمي-حي-طويق-الرياض-الرياض-3720431,شمال,40 م,جديد
184,184,محل للإيجار في شارع الذهبي ، حي طويق ، الرياض ، الرياض,"40,000 ريال",85 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-الذهبي-حي-طويق-الرياض-الرياض-3739191,شرق,31 م, 3 سنة
185,185,محل للإيجار في حي ، شارع القعقاع بن عمرو ، حي العريجاء الغربية ، الرياض ، الرياض,"5,500 ريال",27 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الغربية/حي-شارع-القعقاع-بن-عمرو-حي-العريجاء-الغربية-الرياض-الرياض-3688074,غرب,,
186,186,محل للإيجار في شارع الشفا ، حي ظهرة لبن ، الرياض ، الرياض,"800,000 ريال",1050 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-الشفا-حي-ظهرة-لبن-الرياض-الرياض-3654588,شمال شرقي,60 م, 9 سنة
187,187,محل للإيجار في حي ، شارع عبدالله بن الزبير ، حي العريجاء الغربية ، الرياض ، الرياض,"16,000 ريال",48 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الغربية/حي-شارع-عبدالله-بن-الزبير-حي-العريجاء-الغربية-الرياض-الرياض-3447182,شمال,,
188,188,محل للإيجار في شارع الشيخ محمد بن مهيزع ، حي الزهرة ، الرياض ، الرياض,"12,000 ريال",50 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الزهرة/شارع-الشيخ-محمد-بن-مهيزع-حي-الزهرة-الرياض-الرياض-3434191,جنوب,20 م, 10 سنة
189,189,محل للإيجار في شارع الاخلاص ، حي طويق ، الرياض ، الرياض,"1,000 ريال",23 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-طويق/شارع-الاخلاص-حي-طويق-الرياض-الرياض-3339551,جنوب,60 م, 10 سنة
190,190,محل للإيجار في الرياض,"90,000 ريال",228 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الغربية/الرياض-1200012,شمال شرقي,100 م, 5 سنة
191,191,محل للإيجار في حي المهدية ، الرياض ، الرياض,"27,000 ريال",14 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-المهدية/حي-المهدية-الرياض-الرياض-3643417,شمال,,
192,192,محل للإيجار في حي ظهرة لبن ، الرياض ، الرياض,"9,000 ريال",30 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/حي-ظهرة-لبن-الرياض-الرياض-2554254,شمال,30 م,جديد
193,193,محل للإيجار في شارع جبل العوصاء ، حي ظهرة لبن ، الرياض ، الرياض,"10,000 ريال",48 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-جبل-العوصاء-حي-ظهرة-لبن-الرياض-الرياض-3489556,شرق,30 م,جديد
194,194,محل للإيجار في شارع عسير ، حي ظهرة لبن ، الرياض ، الرياض,"35,000 ريال",112 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-عسير-حي-ظهرة-لبن-الرياض-الرياض-3536795,شرق,40 م, 5 سنة
195,195,محل للإيجار في حي ، شارع السخاء ، حي ظهرة نمار ، الرياض ، الرياض,"12,000 ريال",120 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-نمار/حي-شارع-السخاء-حي-ظهرة-نمار-الرياض-الرياض-3287922,شرق,25 م,جديد
196,196,محل للإيجار في حي ، شارع أحمد بن هاشم ، حي المهدية ، الرياض ، الرياض,"100,000 ريال",200 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-المهدية/حي-شارع-أحمد-بن-هاشم-حي-المهدية-الرياض-الرياض-3654067,غرب,35 م, 3 سنة
197,197,محل للإيجار في شارع المسير ، حي ظهرة لبن ، الرياض ، الرياض,"50,000 ريال",900 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-المسير-حي-ظهرة-لبن-الرياض-الرياض-3117598,غرب,6 م,جديد
198,198,محل للإيجار في شارع عائشة بنت أبي بكر ، حي الزهرة ، الرياض ، الرياض,"14,000 ريال",32 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الزهرة/شارع-عائشة-بنت-أبي-بكر-حي-الزهرة-الرياض-الرياض-2005843,شرق,40 م, 36 سنة
199,199,محل للإيجار في شارع الامام ابي حنيفة ، حي العريجاء الغربية ، الرياض ، الرياض,"40,000 ريال",96 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الغربية/شارع-الامام-ابي-حنيفة-حي-العريجاء-الغربية-الرياض-الرياض-3512263,جنوب,,
200,200,محل للإيجار في شارع المجد ، حي ظهرة لبن ، الرياض ، الرياض,"35,000 ريال",260 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-المجد-حي-ظهرة-لبن-الرياض-الرياض-3061177,شرق,40 م,جديد
201,201,محل للإيجار في المملكة العربية السعودية,"20,000 ريال",45 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-السويدي-الغربي/المملكة-العربية-السعودية-871250,شمال,35 م,جديد
202,202,محل للإيجار في شارع العيينة ، حي ظهرة لبن ، الرياض ، الرياض,"17,500 ريال",35 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-العيينة-حي-ظهرة-لبن-الرياض-الرياض-3462874,شرق,30 م,جديد
203,203,محل للإيجار في حي ، شارع خديجة بنت خويلد ، حي العريجاء الغربية ، الرياض ، الرياض,"26,000 ريال",12 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الغربية/حي-شارع-خديجة-بنت-خويلد-حي-العريجاء-الغربية-الرياض-الرياض-3659615,شمال,,
204,204,محل للإيجار في شارع المطري ، حي الحزم ، الرياض ، الرياض,"50,000 ريال",100 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-الحزم/شارع-المطري-حي-الحزم-الرياض-الرياض-3691364,شمال,,
205,205,محل للإيجار في حي السويدي الغربي ، الرياض ، الرياض,"90,000 ريال",40 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-السويدي-الغربي/حي-السويدي-الغربي-الرياض-الرياض-3645806,جنوب,,
206,206,محل للإيجار في حي ، شارع حمزة بن عبد المطلب ، حي العريجاء الغربية ، الرياض ، الرياض,"20,000 ريال",80 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-العريجاء-الوسطى/حي-شارع-حمزة-بن-عبد-المطلب-حي-العريجاء-الغربية-الرياض-الرياض-3761882,شرق,30 م, 26 سنة
207,207,محل للإيجار في شارع الطائف ، حي ظهرة لبن ، الرياض ، الرياض,"15,000 ريال",84 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-الطائف-حي-ظهرة-لبن-الرياض-الرياض-3514964,شمال,60 م, 4 سنة
208,208,محل للإيجار في حي ، شارع الصدق ، حي ظهرة نمار ، الرياض ، الرياض,"300,000 ريال",900 م²,/محلات-للإيجار/الرياض/غرب-الرياض/حي-ظهرة-نمار/حي-شارع-الصدق-حي-ظهرة-نمار-الرياض-الرياض-3526878,غرب,,
