,Unnamed: 0,shoptitle,prices,areaa,links,front,street_width,age
344,344,محل للإيجار في حي ، طريق عثمان بن عفان الفرعي ، حي الازدهار ، الرياض ، الرياض,"200,000 ريال",200 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الازدهار/حي-طريق-عثمان-بن-عفان-الفرعي-حي-الازدهار-الرياض-الرياض-3210054,شمال غربي,60 م, 8 سنة
345,345,محل للإيجار في حي ، شارع الامير سعود بن عبدالعزيز ال سعود الكبير ، حي الملك فيصل ، الرياض ، الرياض,"18,000 ريال",38 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الملك-فيصل/حي-شارع-الامير-سعود-بن-عبدالعزيز-ال-سعود-الكبير-حي-الملك-فيصل-الرياض-الرياض-3533349,شمال,30 م, 10 سنة
346,346,محل للإيجار في شارع عبادة بن الصامت ، حي الروضة ، الرياض ، الرياض,"40,000 ريال",60 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الروضة/شارع-عبادة-بن-الصامت-حي-الروضة-الرياض-الرياض-3627936,شمال غربي,30 م, 20 سنة
347,347,محل للإيجار في شارع سعيد الحاجب ، حي الرمال ، الرياض ، الرياض,"18,000 ريال",14 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الرمال/شارع-سعيد-الحاجب-حي-الرمال-الرياض-الرياض-3407443,غرب,30 م, 3 سنة
348,348,محل للإيجار في شارع احمد بن عمير ، حي السعادة ، الرياض ، الرياض,"12,000 ريال",200 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-السعادة/شارع-احمد-بن-عمير-حي-السعادة-الرياض-الرياض-3607702,جنوب,,
349,349,محل للإيجار في شارع الحديثة ، حي قرطبة ، الرياض ، الرياض,"30,000 ريال",28 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-قرطبة/شارع-الحديثة-حي-قرطبة-الرياض-الرياض-3707954,غرب,,
350,350,محل للإيجار في حي ، شارع علي الفزاري ، حي المونسية ، الرياض ، الرياض,"15,000 ريال",41 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-المونسية/حي-شارع-علي-الفزاري-حي-المونسية-الرياض-الرياض-3667604,شرق,30 م, 7 سنة
351,351,محل للإيجار في شارع حاتم الطائي ، حي الروضة ، الرياض ، الرياض,"24,000 ريال",150 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الروضة/شارع-حاتم-الطائي-حي-الروضة-الرياض-الرياض-3655338,جنوب,30 م, 20 سنة
352,352,محل للإيجار في شارع سعد بن ابي وقاص ، حي النسيم الغربي ، الرياض ، الرياض,"25,000 ريال",44 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الغربي/شارع-سعد-بن-ابي-وقاص-حي-النسيم-الغربي-الرياض-الرياض-3756364,شمال غربي,,
353,353,محل للإيجار في شارع محمد بن الاحمر ، حي الندوة ، الرياض ، الرياض,"17,000 ريال",36 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النظيم/شارع-محمد-بن-الاحمر-حي-الندوة-الرياض-الرياض-3601766,جنوب,30 م, 22 سنة
354,354,محل للإيجار في حي ، شارع أبي محجن الثقفي ، حي النسيم الشرقي ، الرياض ، الرياض,"6,500 ريال",30 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الشرقي/حي-شارع-أبي-محجن-الثقفي-حي-النسيم-الشرقي-الرياض-الرياض-3530907,غرب,31 م,جديد
355,355,محل للإيجار في حي ، شارع جبل مرة ، حي النسيم الشرقي ، الرياض ، الرياض,"40,000 ريال",78 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الشرقي/حي-شارع-جبل-مرة-حي-النسيم-الشرقي-الرياض-الرياض-3631398,غرب,40 م, 25 سنة
356,356,محل للإيجار في شارع النجاح ، حي اليرموك ، الرياض ، الرياض,"45,000 ريال",72 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-اليرموك/شارع-النجاح-حي-اليرموك-الرياض-الرياض-3250941,غرب,60 م, 3 سنة
357,357,محل للإيجار في شارع سلمان الفارسي ، حي النهضة ، الرياض ، الرياض,"25,000 ريال",40 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النهضة/شارع-سلمان-الفارسي-حي-النهضة-الرياض-الرياض-3605858,غرب,60 م, 20 سنة
358,358,محل للإيجار في شارع الكرامه ، حي النسيم الشرقي ، الرياض ، الرياض,"800,000 ريال",1500 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الشرقي/شارع-الكرامه-حي-النسيم-الشرقي-الرياض-الرياض-3480763,شرق,30 م,جديد
359,359,محل للإيجار في شارع الحارث بن عبدالله ، حي الندوة ، الرياض ، الرياض,"36,000 ريال",64 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النظيم/شارع-الحارث-بن-عبدالله-حي-الندوة-الرياض-الرياض-3759857,غرب,,
360,360,محل للإيجار في طريق الأمير ماجد بن عبدالعزيز ، حي الريان ، الرياض ، الرياض,"17,000 ريال",35 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الريان/طريق-الأمير-ماجد-بن-عبدالعزيز-حي-الريان-الرياض-الرياض-3647273,شمال,30 م, 15 سنة
361,361,محل للإيجار في الرياض ، حي الملز ، الرياض,"37,000 ريال",60 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الملز/الرياض-حي-الملز-الرياض-3579170,جنوب,20 م, 10 سنة
362,362,محل للإيجار في الرياض ، حي الملز ، الرياض,"30,000 ريال",21 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الملز/الرياض-حي-الملز-الرياض-3342035,شرق,20 م, 15 سنة
363,363,محل للإيجار في شارع عبدالله بن مسعود ، حي النسيم الغربي ، الرياض ، الرياض,"6,000 ريال",30 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الغربي/شارع-عبدالله-بن-مسعود-حي-النسيم-الغربي-الرياض-الرياض-2849716,غرب,,
364,364,محل للإيجار في شارع النجاح ، حي اشبيلية ، الرياض ، الرياض,"450,000 ريال",1410 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-اشبيلية/شارع-النجاح-حي-اشبيلية-الرياض-الرياض-3275876,غرب,60 م,جديد
365,365,محل للإيجار في طريق الملك عبدالله ، حي الحمراء ، الرياض ، الرياض,"300,000 ريال",400 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الحمراء/طريق-الملك-عبدالله-حي-الحمراء-الرياض-الرياض-3432762,شمال شرقي,40 م,جديد
366,366,محل للإيجار في شارع حفصة بنت عمر ، حي الاندلس ، الرياض ، الرياض,"40,000 ريال",897 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الاندلس/شارع-حفصة-بنت-عمر-حي-الاندلس-الرياض-الرياض-3608295,شمال,30 م, 14 سنة
367,367,محل للإيجار في شارع حفصة بنت عمر ، حي الاندلس ، الرياض ، الرياض,"148,000 ريال",256 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الاندلس/شارع-حفصة-بنت-عمر-حي-الاندلس-الرياض-الرياض-3446281,شمال,,
368,368,محل للإيجار في طريق الأمير ماجد بن عبدالعزيز ، حي الريان ، الرياض ، الرياض,"16,000 ريال",32 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الريان/طريق-الأمير-ماجد-بن-عبدالعزيز-حي-الريان-الرياض-الرياض-3664702,شمال,5 م, 20 سنة
369,369,محل للإيجار في طريق الأمير ماجد بن عبدالعزيز ، حي الريان ، الرياض ، الرياض,"18,000 ريال",40 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الريان/طريق-الأمير-ماجد-بن-عبدالعزيز-حي-الريان-الرياض-الرياض-3492708,شمال,,
370,370,محل للإيجار في شارع سعيد الحاجب ، حي الرمال ، الرياض ، الرياض,"16,000 ريال",12 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الرمال/شارع-سعيد-الحاجب-حي-الرمال-الرياض-الرياض-3489890,غرب,30 م, 4 سنة
371,371,محل للإيجار في شارع بريدة ، حي الريان ، الرياض ، الرياض,"12,000 ريال",32 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الريان/شارع-بريدة-حي-الريان-الرياض-الرياض-3727982,شرق,30 م, 15 سنة
372,372,محل للإيجار في طريق صلاح الدين الأيوبي ، حي الملز ، الرياض ، الرياض,"100,000 ريال",50 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الملز/طريق-صلاح-الدين-الأيوبي-حي-الملز-الرياض-الرياض-3713908,غرب,60 م, 20 سنة
373,373,محل للإيجار في شارع جبل صقلية ، حي الفيحاء ، الرياض ، الرياض,"15,000 ريال",20 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الفيحاء/شارع-جبل-صقلية-حي-الفيحاء-الرياض-الرياض-3605998,شمال,60 م,جديد
374,374,محل للإيجار في شارع سعد بن ابي وقاص ، الرياض,"12,000 ريال",50 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الغربي/شارع-سعد-بن-ابي-وقاص-الرياض-1739911,جنوب شرقي,40 م, 36 سنة
375,375,محل للإيجار في شارع وادي السرح ، حي القادسية ، الرياض ، الرياض,"700,000 ريال",1600 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-القادسية/شارع-وادي-السرح-حي-القادسية-الرياض-الرياض-3744554,غرب,40 م,جديد
376,376,محل للإيجار في شارع المتنبي ، حي المعيزيلة ، الرياض ، الرياض,"8,000 ريال",36 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-المعيزلة/شارع-المتنبي-حي-المعيزيلة-الرياض-الرياض-3556061,شرق,30 م, 5 سنة
377,377,محل للإيجار في شارع رقم 326 ، حي المونسية ، الرياض ، الرياض,"50,000 ريال",72 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-المونسية/شارع-رقم-326-حي-المونسية-الرياض-الرياض-3636372,جنوب,,
378,378,محل للإيجار في حي ، شارع الامير سعود بن عبدالعزيز ال سعود الكبير ، حي الملك فيصل ، الرياض ، الرياض,"10,000 ريال",68 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الملك-فيصل/حي-شارع-الامير-سعود-بن-عبدالعزيز-ال-سعود-الكبير-حي-الملك-فيصل-الرياض-الرياض-3389344,شمال,,
379,379,محل للإيجار في طريق الأمير ماجد بن عبدالعزيز ، حي الريان ، الرياض ، الرياض,"15,000 ريال",20 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الريان/طريق-الأمير-ماجد-بن-عبدالعزيز-حي-الريان-الرياض-الرياض-3487212,شمال,,
380,380,محل للإيجار في شارع الحلفاء ، حي الحمراء ، الرياض ، الرياض,"250,000 ريال",300 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الحمراء/شارع-الحلفاء-حي-الحمراء-الرياض-الرياض-3504651,شمال شرقي,40 م,جديد
381,381,محل للإيجار في شارع رقم 326 ، حي المونسية ، الرياض ، الرياض,"50,000 ريال",72 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-المونسية/شارع-رقم-326-حي-المونسية-الرياض-الرياض-3636372,جنوب,,
382,382,محل للإيجار في الطريق الدائري الشرقي الفرعي ، حي القدس ، الرياض ، الرياض,"190,000 ريال",254 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-القدس/الطريق-الدائري-الشرقي-الفرعي-حي-القدس-الرياض-الرياض-3686615,غرب,100 م,جديد
383,383,محل للإيجار في شارع النجاح ، حي اشبيلية ، الرياض ، الرياض,"450,000 ريال",1410 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-اشبيلية/شارع-النجاح-حي-اشبيلية-الرياض-الرياض-3275876,غرب,60 م,جديد
384,384,محل للإيجار في حي ، شارع أبي محجن الثقفي ، حي النسيم الشرقي ، الرياض ، الرياض,"6,500 ريال",30 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الشرقي/حي-شارع-أبي-محجن-الثقفي-حي-النسيم-الشرقي-الرياض-الرياض-3530907,غرب,31 م,جديد
385,385,محل للإيجار في حي ، شارع أبي محجن الثقفي ، حي النسيم الشرقي ، الرياض ، الرياض,"12,000 ريال",40 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الشرقي/حي-شارع-أبي-محجن-الثقفي-حي-النسيم-الشرقي-الرياض-الرياض-3539860,غرب,31 م, 4 سنة
386,386,محل للإيجار في شارع حفصة بنت عمر ، حي الاندلس ، الرياض ، الرياض,"148,000 ريال",256 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الاندلس/شارع-حفصة-بنت-عمر-حي-الاندلس-الرياض-الرياض-3446281,شمال,,
387,387,محل للإيجار في شارع حاتم الطائي ، حي الروضة ، الرياض ، الرياض,"24,000 ريال",150 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الروضة/شارع-حاتم-الطائي-حي-الروضة-الرياض-الرياض-3655338,جنوب,30 م, 20 سنة
388,388,محل للإيجار في شارع جرش ، حي اليرموك ، الرياض ، الرياض,"30,000 ريال",60 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-اليرموك/شارع-جرش-حي-اليرموك-الرياض-الرياض-3157582,جنوب,,
389,389,محل للإيجار في حي ، شارع الشيخ خليفة بن حمد آل ثاني ، حي الجنادرية ، الرياض ، الرياض,"15,000 ريال",50 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الجنادرية/حي-شارع-الشيخ-خليفة-بن-حمد-آل-ثاني-حي-الجنادرية-الرياض-الرياض-3535967,شرق,10 م, 16 سنة
390,390,محل للإيجار في حي قرطبة ، الرياض ، الرياض,"75,000 ريال",240 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-قرطبة/حي-قرطبة-الرياض-الرياض-3435863,شمال غربي,28 م, 5 سنة
391,391,محل للإيجار في شارع الندوة ، حي الندوة ، الرياض ، الرياض,"80,000 ريال",300 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النظيم/شارع-الندوة-حي-الندوة-الرياض-الرياض-3407290,شرق,50 م, 6 سنة
392,392,محل للإيجار في شارع الشيخ حسن بن حسين بن علي ، حي غرناطة ، الرياض ، الرياض,"55,000 ريال",150 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-اليرموك/شارع-الشيخ-حسن-بن-حسين-بن-علي-حي-غرناطة-الرياض-الرياض-3180083,غرب,60 م, 2 سنة
393,393,محل للإيجار في شارع سعد بن ابي وقاص ، الرياض,"12,000 ريال",50 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الغربي/شارع-سعد-بن-ابي-وقاص-الرياض-1283337,شرق,60 م, 30 سنة
394,394,محل للإيجار في طريق الصحابة ، حي اليرموك ، الرياض ، الرياض,"95,000 ريال",160 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-اليرموك/طريق-الصحابة-حي-اليرموك-الرياض-الرياض-3501050,شرق,,
395,395,محل للإيجار في شارع الزبير بن العوام ، حي السلام ، الرياض ، الرياض,"120,000 ريال",230 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-السلام/شارع-الزبير-بن-العوام-حي-السلام-الرياض-الرياض-2930017,شمال,30 م, 20 سنة
396,396,محل للإيجار في حي ، شارع ابي سعيد الخدري ، حي الملك فيصل ، الرياض ، الرياض,"60,000 ريال",100 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الملك-فيصل/حي-شارع-ابي-سعيد-الخدري-حي-الملك-فيصل-الرياض-الرياض-3743303,شمال,40 م,جديد
397,397,محل للإيجار في طريق الإمام عبدالله بن سعود بن عبدالعزيز ، حي اشبيلية ، الرياض ، الرياض,"65,000 ريال",320 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-اشبيلية/طريق-الإمام-عبدالله-بن-سعود-بن-عبدالعزيز-حي-اشبيلية-الرياض-الرياض-3293546,شمال غربي,60 م, 15 سنة
398,398,محل للإيجار في حي القادسية ، الرياض ، الرياض,"300,000 ريال",1500 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-القادسية/حي-القادسية-الرياض-الرياض-3296589,غرب,30 م,جديد
399,399,محل للإيجار في شارع الشرائع ، حي المونسية ، الرياض ، الرياض,"15,000 ريال",47 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-المونسية/شارع-الشرائع-حي-المونسية-الرياض-الرياض-3266313,شمال,30 م, 2 سنة
400,400,محل للإيجار في شارع الصلاح ، حي الندوة ، الرياض ، الرياض,"8,000 ريال",28 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النظيم/شارع-الصلاح-حي-الندوة-الرياض-الرياض-3484419,شرق,40 م, 15 سنة
401,401,محل للإيجار في شارع الحكم المستنصر بالله ، حي النهضة ، الرياض ، الرياض,"15,000 ريال",48 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النهضة/شارع-الحكم-المستنصر-بالله-حي-النهضة-الرياض-الرياض-3380821,غرب,,
402,402,محل للإيجار في شارع زيد بن الخطاب ، حي الملز ، الرياض ، الرياض,"25,000 ريال",120 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الملز/شارع-زيد-بن-الخطاب-حي-الملز-الرياض-الرياض-3726366,غرب,30 م, 10 سنة
403,403,محل للإيجار في طريق عمر بن عبدالعزيز ، حي الزهراء ، الرياض ، الرياض,"60,000 ريال",62 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الملز/طريق-عمر-بن-عبدالعزيز-حي-الزهراء-الرياض-الرياض-3650288,جنوب,41 م,جديد
404,404,محل للإيجار في شارع سعد بن ابي وقاص ، حي النسيم الغربي ، الرياض ، الرياض,"14,000 ريال",40 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الغربي/شارع-سعد-بن-ابي-وقاص-حي-النسيم-الغربي-الرياض-الرياض-3258221,غرب,40 م, 20 سنة
405,405,محل للإيجار في حي ، شارع عبدالله بن عمر ، حي النسيم الغربي ، الرياض ، الرياض,"10,000 ريال",28 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الغربي/حي-شارع-عبدالله-بن-عمر-حي-النسيم-الغربي-الرياض-الرياض-3405817,غرب,,
406,406,محل للإيجار في حي المونسية ، الرياض ، الرياض,"26,000 ريال",60 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-المونسية/حي-المونسية-الرياض-الرياض-3466612,شرق,,
407,407,محل للإيجار في شارع عبدالله بن عمر ، حي النسيم الغربي ، الرياض ، الرياض,"8,000 ريال",25 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الغربي/شارع-عبدالله-بن-عمر-حي-النسيم-الغربي-الرياض-الرياض-3090676,غرب,,
408,408,محل للإيجار في شارع ابن مقله ، حي قرطبة ، الرياض ، الرياض,"32,000 ريال",64 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-قرطبة/شارع-ابن-مقله-حي-قرطبة-الرياض-الرياض-3504558,شمال,36 م, 8 سنة
409,409,محل للإيجار في شارع خالد بن الوليد ، حي القدس ، الرياض ، الرياض,"110,000 ريال",300 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-القدس/شارع-خالد-بن-الوليد-حي-القدس-الرياض-الرياض-3293560,جنوب شرقي,60 م, 20 سنة
410,410,محل للإيجار في حي ، شارع عبدالله بن سليم ، حي النسيم الشرقي ، الرياض ، الرياض,"80,000 ريال",743 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الشرقي/حي-شارع-عبدالله-بن-سليم-حي-النسيم-الشرقي-الرياض-الرياض-3695046,جنوب,,
411,411,محل للإيجار في طريق العروبة ، حي القدس ، الرياض ، الرياض,"230,000 ريال",320 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-القدس/طريق-العروبة-حي-القدس-الرياض-الرياض-3378709,جنوب,35 م, 35 سنة
412,412,محل للإيجار في حي الحمراء ، الرياض ، الرياض,"17,000 ريال",5 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الحمراء/حي-الحمراء-الرياض-الرياض-3763867,شمال,,
413,413,محل للإيجار في شارع الشرائع ، حي المونسية ، الرياض ، الرياض,"15,000 ريال",47 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-المونسية/شارع-الشرائع-حي-المونسية-الرياض-الرياض-3266313,شمال,30 م, 2 سنة
414,414,محل للإيجار في طريق الملك عبدالله ، حي الخليج ، الرياض ، الرياض,"120,000 ريال",220 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الخليج/طريق-الملك-عبدالله-حي-الخليج-الرياض-الرياض-3113068,شمال,,
415,415,محل للإيجار في شارع الإمام أحمد بن حنبل ، حي الروابي ، الرياض ، الرياض,"25,000 ريال",45 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الروابي/شارع-الإمام-أحمد-بن-حنبل-حي-الروابي-الرياض-الرياض-3567960,شمال,40 م,جديد
416,416,محل للإيجار في حي القادسية ، الرياض ، الرياض,"300,000 ريال",1500 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-القادسية/حي-القادسية-الرياض-الرياض-3296589,غرب,30 م,جديد
417,417,محل للإيجار في حي ، الطريق الدائري الشمالي ، حي الازدهار ، الرياض ، الرياض,"182,500 ريال",250 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الازدهار/حي-الطريق-الدائري-الشمالي-حي-الازدهار-الرياض-الرياض-3139687,شمال غربي,100 م, 3 سنة
418,418,محل للإيجار في طريق الإمام عبدالله بن سعود بن عبدالعزيز ، حي غرناطة ، الرياض ، الرياض,"35,000 ريال",60 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-غرناطة/طريق-الإمام-عبدالله-بن-سعود-بن-عبدالعزيز-حي-غرناطة-الرياض-الرياض-3601633,جنوب شرقي,,
419,419,محل للإيجار في حي الاندلس ، الرياض ، الرياض,"65,000 ريال",120 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الاندلس/حي-الاندلس-الرياض-الرياض-3772497,جنوب,,
420,420,محل للإيجار في طريق الإمام عبدالله بن سعود بن عبدالعزيز ، حي اشبيلية ، الرياض ، الرياض,"65,000 ريال",320 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-اشبيلية/طريق-الإمام-عبدالله-بن-سعود-بن-عبدالعزيز-حي-اشبيلية-الرياض-الرياض-3293546,شمال غربي,60 م, 15 سنة
421,421,محل للإيجار في شارع ، شارع النهر ، حي الندوة ، الرياض ، الرياض,"15,000 ريال",80 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النظيم/شارع-شارع-النهر-حي-الندوة-الرياض-الرياض-2470438,شمال,,
422,422,محل للإيجار في حي اشبيلية ، الرياض ، الرياض,"20,000 ريال",880 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-اشبيلية/حي-اشبيلية-الرياض-الرياض-3263461,شمال شرقي,35 م, 9 سنة
423,423,محل للإيجار في شارع الزبير بن العوام ، حي السلام ، الرياض ، الرياض,"120,000 ريال",230 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-السلام/شارع-الزبير-بن-العوام-حي-السلام-الرياض-الرياض-2930017,شمال,30 م, 20 سنة
424,424,محل للإيجار في شارع المصانع ، حي الحمراء ، الرياض ، الرياض,"1,500 ريال",500 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الحمراء/شارع-المصانع-حي-الحمراء-الرياض-الرياض-3293602,جنوب شرقي,60 م,جديد
425,425,محل للإيجار في طريق الملك عبدالله ، حي الحمراء ، الرياض ، الرياض,"800,000 ريال",1125 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الحمراء/طريق-الملك-عبدالله-حي-الحمراء-الرياض-الرياض-3457631,3 شوارع,,
426,426,محل للإيجار في شارع عبدالله بن عمر ، حي النسيم الغربي ، الرياض ، الرياض,"10,000 ريال",40 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الغربي/شارع-عبدالله-بن-عمر-حي-النسيم-الغربي-الرياض-الرياض-3090684,شرق,,
427,427,محل للإيجار في حي ، شارع الثرياء ، حي النسيم الشرقي ، الرياض ، الرياض,"33,000 ريال",84 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الشرقي/حي-شارع-الثرياء-حي-النسيم-الشرقي-الرياض-الرياض-3692915,جنوب,30 م, 27 سنة
428,428,محل للإيجار في حي ، شارع ابي سعيد الخدري ، حي الملك فيصل ، الرياض ، الرياض,"60,000 ريال",100 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الملك-فيصل/حي-شارع-ابي-سعيد-الخدري-حي-الملك-فيصل-الرياض-الرياض-3743303,شمال,40 م,جديد
429,429,محل للإيجار في شارع حفصة بنت عمر ، حي النهضة ، الرياض ، الرياض,"75,000 ريال",98 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النهضة/شارع-حفصة-بنت-عمر-حي-النهضة-الرياض-الرياض-3766671,شمال,30 م, 8 سنة
430,430,محل للإيجار في حي ، شارع اسامة بن زيد ، حي النسيم الغربي ، الرياض ، الرياض,"45,000 ريال",116 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-النسيم-الغربي/حي-شارع-اسامة-بن-زيد-حي-النسيم-الغربي-الرياض-الرياض-3586300,شرق,30 م, 4 سنة
431,431,محل للإيجار في الرياض ، حي اليرموك ، الرياض,"75,000 ريال",128 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-اليرموك/الرياض-حي-اليرموك-الرياض-3747141,جنوب,,
432,432,محل للإيجار في محطة كهرباء حي قرطبة ، طريق الأمير محمد بن سلمان بن عبدالعزيز ، حي قرطبة ، الرياض ، الرياض,"40,000 ريال",60 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-قرطبة/محطة-كهرباء-حي-قرطبة-طريق-الأمير-محمد-بن-سلمان-بن-عبدالعزيز-حي-قرطبة-الرياض-الرياض-3755930,جنوب,100 م,جديد
433,433,محل للإيجار في حي المونسية ، الرياض ، الرياض,"25,000 ريال",48 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-المونسية/حي-المونسية-الرياض-الرياض-3593016,شرق,36 م, 2 سنة
434,434,محل للإيجار في الرياض ، حي الرمال ، الرياض,"23,000 ريال",56 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الرمال/الرياض-حي-الرمال-الرياض-3530220,شرق,61 م, 9 سنة
435,435,محل للإيجار في شارع ابن خلدون ، حي الروضة ، الرياض ، الرياض,"8,000 ريال",30 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الروضة/شارع-ابن-خلدون-حي-الروضة-الرياض-الرياض-3647825,شرق,20 م, 35 سنة
436,436,محل للإيجار في شارع فرسان ، حي الخليج ، الرياض ، الرياض,"10,000 ريال",25 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الخليج/شارع-فرسان-حي-الخليج-الرياض-الرياض-3741786,شرق,30 م, 17 سنة
437,437,محل للإيجار في 7307-7331 ، شارع عبدالله بن عباس ، حي الروابي ، الرياض ، الرياض,"25,000 ريال",72 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الروابي/7307-7331-شارع-عبدالله-بن-عباس-حي-الروابي-الرياض-الرياض-3650676,غرب,30 م, 18 سنة
438,438,محل للإيجار في شارع الإمام الشافعي ، حي الريان ، الرياض ، الرياض,"70,000 ريال",64 م²,/محلات-للإيجار/الرياض/شرق-الرياض/حي-الريان/شارع-الإمام-الشافعي-حي-الريان-الرياض-الرياض-3470870,شرق,40 م, 20 سنة
