,Unnamed: 0,Unnamed: 0.1,shoptitle,prices,areaa,links,front,street_width,age
283,283,283,محل للإيجار في حي ، طريق ابي بكر الصديق ، حي العارض ، الرياض ، الرياض,"350,000 ريال",650 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/حي-طريق-ابي-بكر-الصديق-حي-العارض-الرياض-الرياض-3755824,4 شوارع,,
284,284,284,محل للإيجار في شارع المهندس مساعد العنقري ، حي الورود ، الرياض ، الرياض,"15,000 ريال",25 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الورود/شارع-المهندس-مساعد-العنقري-حي-الورود-الرياض-الرياض-3244692,شرق,,
285,285,285,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"200,000 ريال",195 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3542583,جنوب,,
286,286,286,محل للإيجار في حي ، طريق الأمير محمد بن سعد بن عبدالعزيز ، حي القيروان ، الرياض ، الرياض,"325,000 ريال",360 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-القيروان/حي-طريق-الأمير-محمد-بن-سعد-بن-عبدالعزيز-حي-القيروان-الرياض-الرياض-3582336,شرق,60 م, 5 سنة
287,287,287,محل للإيجار في طريق العروبة ، حي الورود ، الرياض ، الرياض,"550,000 ريال",735 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الورود/طريق-العروبة-حي-الورود-الرياض-الرياض-3295309,جنوب,,
288,288,288,محل للإيجار في شارع التخصصي ، حي المحمدية ، الرياض ، الرياض,"120,000 ريال",80 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المحمدية/شارع-التخصصي-حي-المحمدية-الرياض-الرياض-3628467,شمال شرقي,31 م, 9 سنة
289,289,289,محل للإيجار في طريق الثمامة ، حي الربيع ، الرياض ، الرياض,"720,000 ريال",480 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الربيع/طريق-الثمامة-حي-الربيع-الرياض-الرياض-3715182,3 شوارع,,
290,290,290,محل للإيجار في شارع الامير تركي بن عبدالعزيز الاول ، حي المحمدية ، الرياض ، الرياض,"360,000 ريال",280 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المحمدية/شارع-الامير-تركي-بن-عبدالعزيز-الاول-حي-المحمدية-الرياض-الرياض-3317878,غرب,,
291,291,291,محل للإيجار في حي ، شارع ريحانه بنت زيد ، حي العارض ، الرياض ، الرياض,"20,000 ريال",48 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/حي-شارع-ريحانه-بنت-زيد-حي-العارض-الرياض-الرياض-3351358,جنوب,,
292,292,292,محل للإيجار في حي ، طريق الملك سلمان بن عبدالعزيز ، حي القيروان ، الرياض ، الرياض,"65,000 ريال",60 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-القيروان/حي-طريق-الملك-سلمان-بن-عبدالعزيز-حي-القيروان-الرياض-الرياض-3753485,جنوب,80 م, 6 سنة
293,293,293,محل للإيجار في شارع عبدالملك بن مروان ، حي العليا ، الرياض,"35,000 ريال",600 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/شارع-عبدالملك-بن-مروان-حي-العليا-الرياض-1062186,جنوب,35 م, 8 سنة
294,294,294,محل للإيجار في طريق الأمير سلطان بن عبدالعزيز ، حي العليا ، الرياض ، الرياض,"85,000 ريال",111 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/طريق-الأمير-سلطان-بن-عبدالعزيز-حي-العليا-الرياض-الرياض-3680095,شمال,15 م, 15 سنة
295,295,295,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"1,100 ريال",459 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3732232,جنوب,60 م,جديد
296,296,296,محل للإيجار في حي ، شارع الامير سعود بن عبدالله بن جلوي ، حي العارض ، الرياض ، الرياض,"175,000 ريال",200 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/حي-شارع-الامير-سعود-بن-عبدالله-بن-جلوي-حي-العارض-الرياض-الرياض-3659582,جنوب,59 م, 10 سنة
297,297,297,محل للإيجار في شارع الأمير ناصر بن سعود بن فرحان آل سعود ، حي الصحافة ، الرياض ، الرياض,"30,000 ريال",35 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الصحافة/شارع-الأمير-ناصر-بن-سعود-بن-فرحان-آل-سعود-حي-الصحافة-الرياض-الرياض-3612927,شمال,,
298,298,298,محل للإيجار في شارع المهندس مساعد العنقري ، حي الورود ، الرياض ، الرياض,"20,000 ريال",50 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الورود/شارع-المهندس-مساعد-العنقري-حي-الورود-الرياض-الرياض-3619835,شرق,40 م, 21 سنة
299,299,299,محل للإيجار في طريق أنس ابن مالك ، حي الملقا ، الرياض ، الرياض,"510,000 ريال",300 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الملقا/طريق-أنس-ابن-مالك-حي-الملقا-الرياض-الرياض-3413808,جنوب,60 م,جديد
300,300,300,محل للإيجار في حي ، طريق الملك سلمان بن عبدالعزيز ، حي القيروان ، الرياض ، الرياض,"65,000 ريال",60 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-القيروان/حي-طريق-الملك-سلمان-بن-عبدالعزيز-حي-القيروان-الرياض-الرياض-3753485,جنوب,80 م, 6 سنة
301,301,301,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"50,000 ريال",40 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3487627,غرب,36 م, 4 سنة
302,302,302,محل للإيجار في طريق الأمير سلطان بن عبدالعزيز ، حي العليا ، الرياض ، الرياض,"250,000 ريال",300 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/طريق-الأمير-سلطان-بن-عبدالعزيز-حي-العليا-الرياض-الرياض-3657993,جنوب شرقي,,
303,303,303,محل للإيجار في الطريق الدائري الشمالي ، حي الغدير ، الرياض ، الرياض,"1,400,000 ريال",608 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الغدير/الطريق-الدائري-الشمالي-حي-الغدير-الرياض-الرياض-3608071,جنوب,,
304,304,304,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"600,000 ريال",480 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3465553,جنوب,60 م,جديد
305,305,305,محل للإيجار في طريق الملك عبدالعزيز ، حي المصيف ، الرياض ، الرياض,"160,000 ريال",200 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المصيف/طريق-الملك-عبدالعزيز-حي-المصيف-الرياض-الرياض-3612434,غرب,60 م, 18 سنة
306,306,306,محل للإيجار في شارع موسى بن نصير ، حي العليا ، الرياض ، الرياض,"60,000 ريال",70 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/شارع-موسى-بن-نصير-حي-العليا-الرياض-الرياض-3320431,جنوب,36 م, 25 سنة
307,307,307,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"1,100 ريال",459 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3732232,جنوب,60 م,جديد
308,308,308,محل للإيجار في شارع الدهناء ، حي الملقا ، الرياض ، الرياض,"25,000 ريال",34 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الملقا/شارع-الدهناء-حي-الملقا-الرياض-الرياض-3715602,شرق,31 م, 10 سنة
309,309,309,محل للإيجار في طريق الأمير سلطان بن عبدالعزيز ، حي العليا ، الرياض ، الرياض,"85,000 ريال",111 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/طريق-الأمير-سلطان-بن-عبدالعزيز-حي-العليا-الرياض-الرياض-3680095,شمال,15 م, 15 سنة
310,310,310,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"300,000 ريال",300 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3579313,شرق,65 م,جديد
311,311,311,محل للإيجار في حي ، طريق البحر الأحمر ، حي النفل ، الرياض ، الرياض,"30,000 ريال",24 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النفل/حي-طريق-البحر-الأحمر-حي-النفل-الرياض-الرياض-3609542,شمال,30 م, 23 سنة
312,312,312,محل للإيجار في حي ، طريق البحر الأحمر ، حي النفل ، الرياض ، الرياض,"58,500 ريال",65 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النفل/حي-طريق-البحر-الأحمر-حي-النفل-الرياض-الرياض-3483377,جنوب,35 م,جديد
313,313,313,محل للإيجار في شارع موسى بن نصير ، حي العليا ، الرياض ، الرياض,"30,000 ريال",32 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/شارع-موسى-بن-نصير-حي-العليا-الرياض-الرياض-3350669,شمال,30 م, 35 سنة
314,314,314,محل للإيجار في حي السليمانية ، الرياض ، الرياض,"40,000 ريال",32 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-السليمانية/حي-السليمانية-الرياض-الرياض-3724092,جنوب,36 م, 23 سنة
315,315,315,محل للإيجار في حي النرجس ، الرياض ، الرياض,"50,000 ريال",40 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النرجس/حي-النرجس-الرياض-الرياض-3765281,جنوب,60 م, 5 سنة
316,316,316,محل للإيجار في شارع ظبية بنت البراء ، حي المصيف ، الرياض ، الرياض,"6,000 ريال",150 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المصيف/شارع-ظبية-بنت-البراء-حي-المصيف-الرياض-الرياض-3411797,شرق,,
317,317,317,محل للإيجار في طريق عثمان بن عفان ، حي الوادي ، الرياض ، الرياض,"70,000 ريال",52 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الوادي/طريق-عثمان-بن-عفان-حي-الوادي-الرياض-الرياض-3760724,شرق,80 م, 20 سنة
318,318,318,محل للإيجار في شارع تمير ، حي المروج ، الرياض ، الرياض,"150,000 ريال",135 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المروج/شارع-تمير-حي-المروج-الرياض-الرياض-3767118,غرب,36 م, 13 سنة
319,319,319,محل للإيجار في طريق الأمير محمد بن سعد بن عبدالعزيز ، حي الملقا ، الرياض ، الرياض,"200,000 ريال",242 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الملقا/طريق-الأمير-محمد-بن-سعد-بن-عبدالعزيز-حي-الملقا-الرياض-الرياض-3554074,غرب,60 م, 2 سنة
